postcode,electricity_all_meters,electricity_all_consumption_kwh,electricity_standard_meters,electricity_standard_consumption_kwh,electricity_economy7_meters,electricity_economy7_consumption_kwh,gas_meters,gas_consumption_kwh
"M50 3ZE",,,,,,,,
"M50 3ZP",,,,,,,,
"M50 3ZT",,,,,,,,
"M6 5AA",9,18822,9,18822,,,9,44271
"M6 5AB",30,89262,30,89262,,,28,184271
"M6 5AD",5,9355,5,9355,,,6,28042
"M6 5AE",16,39170,16,39170,,,16,110952
"M6 5AN",47,97355,47,97355,,,,
"M6 5AP",,,,,,,,
"M6 5AQ",,,,,,,,
"M6 5AT",31,91955,,,,,30,209235
"M6 5AW",47,108620,47,108620,,,,
"M6 5BF",9,16228,,,,,9,43670
"M6 5BJ",35,88552,,,,,37,243735
"M6 5BR",11,81152,11,81152,,,,
"M6 5BS",14,23170,14,23170,,,12,82849
"M6 5BT",9,28553,9,28553,,,10,59086
"M6 5BU",,,,,,,,
"M6 5BW",12,52011,6,33004,6,19006,6,61883
"M6 5BY",31,93547,,,,,31,315083
"M6 5BZ",5,22963,5,22963,,,5,93872
"M6 5DH",27,65341,27,65341,,,25,144390
"M6 5DS",,,,,,,,
"M6 5DT",,,,,,,,
"M6 5DU",,,,,,,,
"M6 5DW",20,56828,20,56828,,,19,233164
"M6 5DZ",,,,,,,,
"M6 5EH",,,,,,,,
"M6 5EJ",,,,,,,,
"M6 5EL",87,455473,87,455473,,,,
"M6 5EN",82,381714,82,381714,,,,
"M6 5EP",8,19090,8,19090,,,8,80424
"M6 5EQ",,,,,,,,
"M6 5ER",82,422571,82,422571,,,,
"M6 5ES",53,113025,53,113025,,,,
"M6 5EU",41,252835,41,252835,,,,
"M6 5EW",77,362794,77,362794,,,,
"M6 5EY",19,61971,19,61971,,,20,260975
"M6 5FD",,,,,,,,
"M6 5FE",,,,,,,,
"M6 5FG",52,126799,52,126799,,,,
"M6 5FJ",74,479980,74,479980,,,5,11677
"M6 5FL",87,381731,87,381731,,,,
"M6 5FN",75,452337,75,452337,,,,
"M6 5FQ",39,84300,39,84300,,,,
"M6 5FR",39,82136,39,82136,,,,
"M6 5FT",41,286055,41,286055,,,,
"M6 5FU",81,364804,81,364804,,,5,9307
"M6 5FW",,,,,,,,
"M6 5FX",,,,,,,,
"M6 5FZ",8,25412,8,25412,,,10,87451
"M6 5GB",25,48443,,,,,25,208858
"M6 5GD",17,38463,17,38463,,,17,113623
"M6 5GG",7,21316,7,21316,,,6,42429
"M6 5GL",18,24861,18,24861,,,18,71984
"M6 5GN",10,22479,10,22479,,,10,97944
"M6 5GQ",30,102513,,,,,27,277312
"M6 5GR",18,49898,,,,,16,179594
"M6 5GS",22,69237,,,,,25,352295
"M6 5GT",29,68564,29,68564,,,28,241239
"M6 5GU",18,61047,,,,,17,215810
"M6 5GX",45,103083,45,103083,,,45,287457
"M6 5GY",27,146794,27,146794,,,23,289981
"M6 5GZ",29,36481,,,,,30,130106
"M6 5HE",,,,,,,,
"M6 5HG",,,,,,,,
"M6 5HH",,,,,,,,
"M6 5HJ",10,28163,10,28163,,,10,76468
"M6 5HL",66,395036,66,395036,,,,
"M6 5HP",24,27318,24,27318,,,,
"M6 5HR",,,,,,,,
"M6 5HS",,,,,,,,
"M6 5HT",,,,,,,,
"M6 5HU",,,,,,,,
"M6 5HW",,,,,,,,
"M6 5JA",,,,,,,,
"M6 5JE",,,,,,,,
"M6 5JF",,,,,,,,
"M6 5JG",,,,,,,,
"M6 5JJ",60,245232,15,46408,45,198824,,
"M6 5JN",10,45873,10,45873,,,10,105270
"M6 5JS",,,,,,,,
"M6 5JT",,,,,,,,
"M6 5JX",59,267825,12,41337,47,226487,,
"M6 5JY",29,59153,,,,,27,349360
"M6 5JZ",19,136404,,,,,22,251236
"M6 5LA",30,84114,,,,,32,303305
"M6 5LB",25,55128,25,55128,,,26,240859
"M6 5LF",18,40488,18,40488,,,20,189647
"M6 5LG",44,100150,,,,,45,394839
"M6 5LH",20,27105,20,27105,,,12,43274
"M6 5LL",50,229681,26,106693,24,122988,,
"M6 5LN",57,199745,21,76536,36,123209,,
"M6 5LP",35,97490,,,,,35,341590
"M6 5LQ",39,102205,,,,,39,332129
"M6 5LR",43,96552,43,96552,,,42,374208
"M6 5LS",23,72948,23,72948,,,22,227370
"M6 5LT",23,64453,,,,,21,227819
"M6 5LU",13,21413,13,21413,,,13,82210
"M6 5LX",35,85112,35,85112,,,38,206191
"M6 5LZ",71,172311,71,172311,,,72,396811
"M6 5NA",30,95956,30,95956,,,7,30669
"M6 5NB",22,54672,22,54672,,,15,75006
"M6 5ND",39,93070,,,,,50,356658
"M6 5NE",86,317899,49,192507,37,125392,,
"M6 5NF",37,152272,12,52450,25,99822,,
"M6 5NH",33,106990,13,39581,20,67409,,
"M6 5NL",12,34428,12,34428,,,12,93303
"M6 5NS",28,51090,,,,,24,101637
"M6 5NU",17,70833,17,70833,,,18,238252
"M6 5PA",26,76083,26,76083,,,27,259467
"M6 5PB",11,22499,,,,,11,84612
"M6 5PD",13,50377,13,50377,,,11,80448
"M6 5PH",25,74272,25,74272,,,36,270097
"M6 5PL",,,,,,,,
"M6 5PN",,,,,,,,
"M6 5PP",22,64843,22,64843,,,22,356522
"M6 5PT",8,27920,,,,,8,76989
"M6 5PU",30,67674,30,67674,,,31,294102
"M6 5PW",14,82728,14,82728,,,20,288378
"M6 5PX",26,83542,26,83542,,,27,344331
"M6 5PY",34,90784,,,,,33,296075
"M6 5PZ",24,57236,24,57236,,,24,270582
"M6 5QD",23,58745,23,58745,,,24,180147
"M6 5QG",20,47454,,,,,22,221182
"M6 5QH",34,111869,34,111869,,,27,231132
"M6 5QP",24,73598,24,73598,,,29,296067
"M6 5QQ",23,56642,,,,,29,483658
"M6 5QR",24,90403,,,,,26,330498
"M6 5QS",28,94027,,,,,29,325597
"M6 5QT",19,48702,,,,,18,202680
"M6 5QU",20,59121,,,,,19,205322
"M6 5QW",16,66410,16,66410,,,17,175551
"M6 5QX",,,,,,,,
"M6 5QY",14,46069,,,,,13,137525
"M6 5RB",21,51844,21,51844,,,22,265709
"M6 5RD",15,36661,,,,,15,156690
"M6 5RG",24,75229,13,38265,11,36964,13,90173
"M6 5RL",10,50705,,,,,,
"M6 5RN",,,,,,,,
"M6 5RQ",,,,,,,,
"M6 5RR",,,,,,,,
"M6 5RS",41,96111,41,96111,,,39,349067
"M6 5RT",36,103726,36,103726,,,38,367709
"M6 5RX",12,22500,12,22500,,,12,82461
"M6 5RY",46,102408,46,102408,,,43,263378
"M6 5SU",12,38438,,,,,11,98113
"M6 5SW",46,121799,,,,,49,339447
"M6 5SY",29,53516,,,,,28,219243
"M6 5SZ",20,51087,20,51087,,,21,115805
"M6 5TA",,,,,,,,
"M6 5TE",31,71510,31,71510,,,30,186555
"M6 5TF",31,57537,31,57537,,,31,182326
"M6 5TG",14,36424,14,36424,,,12,97807
"M6 5TH",10,22223,10,22223,,,9,57937
"M6 5TJ",,,,,,,,
"M6 5TL",59,266525,,,,,,
"M6 5TN",58,242791,,,,,,
"M6 5TQ",23,50060,23,50060,,,22,167178
"M6 5TR",8,23237,8,23237,,,6,47873
"M6 5TT",10,32704,10,32704,,,11,61856
"M6 5TW",17,41879,17,41879,,,18,151800
"M6 5TX",9,22470,9,22470,,,8,87049
"M6 5TY",5,14525,5,14525,,,5,74396
"M6 5UA",41,130888,41,130888,,,43,362148
"M6 5UB",15,44896,15,44896,,,15,118317
"M6 5UD",5,20085,,,,,,
"M6 5UE",36,88937,36,88937,,,38,264216
"M6 5UF",12,44794,,,,,9,55787
"M6 5UG",8,22723,8,22723,,,7,42911
"M6 5UH",,,,,,,,
"M6 5UJ",,,,,,,,
"M6 5UL",13,46507,13,46507,,,14,98029
"M6 5UN",,,,,,,,
"M6 5UP",18,44817,18,44817,,,18,96785
"M6 5UQ",8,17753,8,17753,,,8,48094
"M6 5UR",13,20657,13,20657,,,11,65366
"M6 5US",6,17368,6,17368,,,6,42340
"M6 5UX",,,,,,,,
"M6 5WA",35,82982,35,82982,,,63,336877
"M6 5WB",45,104164,45,104164,,,56,292920
"M6 5WD",11,31440,11,31440,,,,
"M6 5WL",19,60255,19,60255,,,20,188285
"M6 5WN",,,,,,,,
"M6 5WR",18,55842,18,55842,,,19,202686
"M6 5WU",38,204680,38,204680,,,37,558533
"M6 5WW",10,33257,10,33257,,,11,155319
"M6 5WX",,,,,,,,
"M6 5YD",19,60433,,,,,20,285776
"M6 6AB",8,29844,8,29844,,,9,144654
"M6 6AD",,,,,,,,
"M6 6AE",5,17400,5,17400,,,5,47295
"M6 6AF",,,,,,,,
"M6 6AH",19,47015,,,,,20,224084
"M6 6AJ",,,,,,,,
"M6 6AL",8,22221,,,,,9,94615
"M6 6AP",,,,,,,,
"M6 6AQ",5,8130,5,8130,,,5,63310
"M6 6AR",,,,,,,,
"M6 6AS",,,,,,,,
"M6 6AW",,,,,,,,
"M6 6AZ",,,,,,,,
"M6 6BA",15,48493,,,,,15,219968
"M6 6BB",32,89410,32,89410,,,37,404112
"M6 6BD",28,110507,,,,,33,365497
"M6 6BE",32,75848,,,,,32,337401
"M6 6BF",20,59461,20,59461,,,20,250745
"M6 6BG",17,43881,,,,,18,232376
"M6 6BH",27,78251,27,78251,,,27,300285
"M6 6BJ",20,50477,,,,,20,251579
"M6 6BL",20,76267,20,76267,,,20,234157
"M6 6BN",41,98610,,,,,45,531104
"M6 6BP",,,,,,,,
"M6 6BQ",12,59803,,,,,,
"M6 6BR",,,,,,,,
"M6 6BT",,,,,,,,
"M6 6BW",23,47163,,,,,24,270601
"M6 6BY",,,,,,,,
"M6 6DA",,,,,,,,
"M6 6DD",25,72800,25,72800,,,28,373399
"M6 6DE",22,63947,,,,,27,282467
"M6 6DF",26,78229,26,78229,,,25,205652
"M6 6DG",42,95999,,,,,43,483275
"M6 6DH",21,69002,,,,,26,339885
"M6 6DJ",53,151981,,,,,52,402158
"M6 6DN",26,71154,26,71154,,,26,218023
"M6 6DP",17,50303,17,50303,,,17,201899
"M6 6DQ",23,59513,,,,,23,249972
"M6 6DR",40,107520,,,,,40,495157
"M6 6DS",27,97641,27,97641,,,29,382303
"M6 6DT",30,75209,,,,,31,440150
"M6 6DU",,,,,,,,
"M6 6DW",25,77803,25,77803,,,24,235725
"M6 6DY",73,146734,73,146734,,,72,498760
"M6 6ED",22,60616,22,60616,,,23,364145
"M6 6EE",14,34938,14,34938,,,14,87639
"M6 6EF",33,86651,33,86651,,,34,252907
"M6 6EG",8,18991,8,18991,,,8,61947
"M6 6EH",44,89332,44,89332,,,44,283668
"M6 6EL",,,,,,,,
"M6 6EP",,,,,,,,
"M6 6EQ",15,43583,15,43583,,,16,107005
"M6 6ER",30,61960,30,61960,,,29,217290
"M6 6ES",,,,,,,,
"M6 6ET",,,,,,,,
"M6 6EY",11,20497,11,20497,,,10,69166
"M6 6FE",,,,,,,,
"M6 6FH",15,39852,15,39852,,,15,105830
"M6 6FJ",,,,,,,,
"M6 6FL",,,,,,,,
"M6 6FN",,,,,,,,
"M6 6FP",,,,,,,,
"M6 6FQ",9,25106,9,25106,,,9,49054
"M6 6FS",46,77944,46,77944,,,18,99689
"M6 6FY",5,14503,5,14503,,,6,44136
"M6 6GD",21,50083,21,50083,,,21,158273
"M6 6GG",,,,,,,,
"M6 6GL",,,,,,,,
"M6 6GS",,,,,,,,
"M6 6GU",,,,,,,,
"M6 6GW",25,60412,25,60412,,,35,287453
"M6 6GX",9,18477,9,18477,,,9,63969
"M6 6GY",17,31829,17,31829,,,19,126339
"M6 6GZ",,,,,,,,
"M6 6HA",65,142309,65,142309,,,57,325891
"M6 6HB",19,56815,19,56815,,,17,115735
"M6 6HD",11,16295,11,16295,,,12,127650
"M6 6HE",12,33725,12,33725,,,12,93670
"M6 6HF",17,32247,17,32247,,,18,141662
"M6 6HJ",16,29259,16,29259,,,16,87854
"M6 6HN",38,80198,38,80198,,,36,254552
"M6 6HP",45,148883,45,148883,,,45,329519
"M6 6HS",22,59127,22,59127,,,22,175794
"M6 6HT",19,55015,19,55015,,,18,189754
"M6 6HU",25,51576,25,51576,,,26,145872
"M6 6HX",67,150713,67,150713,,,64,466842
"M6 6HY",,,,,,,,
"M6 6JF",13,20140,13,20140,,,14,113231
"M6 6JG",,,,,,,,
"M6 6JJ",,,,,,,,
"M6 6JN",,,,,,,,
"M6 6JP",,,,,,,,
"M6 6JS",,,,,,,,
"M6 6JW",29,78111,,,,,29,252103
"M6 6JX",,,,,,,,
"M6 6LD",,,,,,,,
"M6 6LE",,,,,,,,
"M6 6LL",,,,,,,,
"M6 6LS",17,74028,,,,,,
"M6 6LY",,,,,,,,
"M6 6NA",,,,,,,,
"M6 6NR",22,37680,22,37680,,,22,162694
"M6 6NZ",,,,,,,,
"M6 6PD",,,,,,,,
"M6 6PE",23,161834,,,,,,
"M6 6PF",,,,,,,,
"M6 6PG",22,69471,,,,,22,288864
"M6 6PP",12,26044,12,26044,,,15,126975
"M6 6PQ",11,35988,11,35988,,,11,122841
"M6 6PR",6,12714,6,12714,,,6,61446
"M6 6PS",18,43043,18,43043,,,18,177437
"M6 6PT",32,82689,,,,,29,326126
"M6 6PU",,,,,,,,
"M6 6PW",6,19557,6,19557,,,5,29297
"M6 6PY",13,37175,,,,,13,191382
"M6 6PZ",9,18841,9,18841,,,8,47446
"M6 6QA",7,26479,7,26479,,,7,34434
"M6 6QH",,,,,,,,
"M6 6QJ",15,23559,15,23559,,,18,67898
"M6 6QL",47,128261,,,,,45,294109
"M6 6QN",30,78903,30,78903,,,30,257289
"M6 6QP",15,24258,15,24258,,,17,71394
"M6 6QT",10,22254,10,22254,,,11,87755
"M6 6QW",36,110489,,,,,37,300419
"M6 6QX",20,53688,20,53688,,,21,162323
"M6 6QY",,,,,,,,
"M6 6RB",9,30777,9,30777,,,9,84214
"M6 6RG",54,147474,54,147474,,,53,371930
"M6 6RJ",23,57910,23,57910,,,25,199952
"M6 6RL",19,44503,19,44503,,,22,151890
"M6 6RP",8,25944,8,25944,,,8,76976
"M6 6RQ",19,61127,19,61127,,,20,174437
"M6 6RR",26,55528,26,55528,,,24,126633
"M6 6RS",20,52841,20,52841,,,18,108663
"M6 6RT",9,18493,9,18493,,,10,81920
"M6 6RU",14,36701,14,36701,,,13,95720
"M6 6RX",,,,,,,,
"M6 6SA",5,10856,5,10856,,,5,33069
"M6 6SB",,,,,,,,
"M6 6SD",,,,,,,,
"M6 6SE",25,63174,,,,,26,198226
"M6 6SF",11,32534,11,32534,,,11,80080
"M6 6SG",23,60556,23,60556,,,24,186062
"M6 6SJ",7,24356,7,24356,,,7,88633
"M6 6SL",35,63520,35,63520,,,14,130693
"M6 6SN",28,88640,,,,,27,205350
"M6 6SP",29,68625,29,68625,,,29,238791
"M6 6SQ",19,74423,,,,,19,152962
"M6 6SR",12,29054,12,29054,,,12,82370
"M6 6ST",,,,,,,,
"M6 6SU",,,,,,,,
"M6 6SW",,,,,,,,
"M6 6SX",,,,,,,,
"M6 6SY",,,,,,,,
"M6 6TZ",,,,,,,,
"M6 6WD",,,,,,,,
"M6 6WF",,,,,,,,
"M6 6WG",,,,,,,,
"M6 6WJ",,,,,,,,
"M6 6WS",,,,,,,,
"M6 6WX",5,16225,5,16225,,,,
"M6 6WY",,,,,,,,
"M6 6WZ",17,56922,17,56922,,,17,110039
"M6 7AA",15,24187,15,24187,,,13,40000
"M6 7AE",9,50342,,,,,,
"M6 7AG",19,71085,,,,,19,176303
"M6 7AP",,,,,,,,
"M6 7AQ",10,32325,10,32325,,,10,97571
"M6 7AR",20,54931,20,54931,,,21,191475
"M6 7AX",14,25959,14,25959,,,12,51703
"M6 7AY",14,34388,14,34388,,,11,52960
"M6 7BB",10,31709,10,31709,,,10,113952
"M6 7BJ",13,43284,13,43284,,,13,135808
"M6 7BL",46,148757,46,148757,,,44,379452
"M6 7DE",,,,,,,,
"M6 7DL",8,31162,8,31162,,,8,104155
"M6 7DP",21,45189,21,45189,,,18,87921
"M6 7DQ",21,57263,21,57263,,,20,151300
"M6 7DR",,,,,,,,
"M6 7DT",7,18807,7,18807,,,7,50890
"M6 7EE",14,32252,14,32252,,,14,129366
"M6 7FE",9,24560,9,24560,,,9,54368
"M6 7GS",,,,,,,,
"M6 7JQ",11,27282,11,27282,,,11,103698
"M6 7LS",18,54823,18,54823,,,18,144782
"M6 7LU",31,71624,31,71624,,,31,266930
"M6 7LX",16,39640,16,39640,,,18,115019
"M6 7LY",33,86938,33,86938,,,31,263009
"M6 7LZ",15,55909,15,55909,,,14,141637
"M6 7PL",44,102239,44,102239,,,43,548910
"M6 8AF",43,122020,43,122020,,,43,356810
"M6 8AG",,,,,,,,
"M6 8AL",52,312477,26,163501,26,148975,10,244347
"M6 8AN",16,61857,,,,,15,264860
"M6 8AQ",7,46055,7,46055,,,9,219431
"M6 8AX",14,47515,14,47515,,,15,121635
"M6 8DD",,,,,,,,
"M6 8ED",8,34147,8,34147,,,8,140865
"M6 8EE",27,81005,,,,,25,316183
"M6 8EF",13,35719,,,,,12,169428
"M6 8EH",40,203253,8,27202,32,176051,,
"M6 8EJ",21,62124,21,62124,,,25,265592
"M6 8EL",21,67367,21,67367,,,22,290866
"M6 8EN",38,90460,38,90460,,,40,368076
"M6 8ES",53,202342,29,58926,24,143416,25,132201
"M6 8ET",14,44043,14,44043,,,14,225175
"M6 8EU",14,36320,14,36320,,,14,219566
"M6 8EX",13,42289,13,42289,,,13,180870
"M6 8EY",25,82742,25,82742,,,23,357390
"M6 8EZ",12,27505,,,,,12,142480
"M6 8FB",12,33698,12,33698,,,12,159337
"M6 8FD",21,58244,21,58244,,,21,229932
"M6 8FE",35,108235,,,,,32,326010
"M6 8FF",8,23525,8,23525,,,8,87236
"M6 8FG",,,,,,,,
"M6 8FH",14,51191,14,51191,,,14,134587
"M6 8FJ",6,19021,6,19021,,,7,132201
"M6 8FP",9,33653,,,,,9,131491
"M6 8FQ",13,26363,13,26363,,,14,121286
"M6 8FR",8,28220,8,28220,,,8,173493
"M6 8FS",16,45836,16,45836,,,17,261275
"M6 8FT",39,55426,,,,,39,235353
"M6 8FU",18,49475,,,,,18,262764
"M6 8FX",33,88903,,,,,33,406025
"M6 8FY",,,,,,,,
"M6 8FZ",35,141087,,,,,35,669786
"M6 8GL",,,,,,,,
"M6 8HA",7,18033,7,18033,,,9,118864
"M6 8HD",,,,,,,,
"M6 8HF",24,46167,24,46167,,,23,120412
"M6 8HG",,,,,,,,
"M6 8HH",,,,,,,,
"M6 8HJ",20,75061,9,21581,11,53479,6,60473
"M6 8HL",18,24509,18,24509,,,18,105942
"M6 8HN",13,36062,,,,,12,252264
"M6 8HU",13,21848,13,21848,,,9,48346
"M6 8HX",11,53783,11,53783,,,11,82472
"M6 8HY",20,103119,16,66861,,,14,297728
"M6 8HZ",12,56020,,,,,12,197505
"M6 8JD",45,195691,,,,,42,757945
"M6 8JE",14,115384,,,,,14,198746
"M6 8JF",8,34965,8,34965,,,7,77792
"M6 8JG",22,80789,,,,,21,272055
"M6 8JH",8,39935,,,,,,
"M6 8JJ",,,,,,,,
"M6 8JL",30,47627,30,47627,,,31,167057
"M6 8JN",38,105848,38,105848,,,38,486333
"M6 8JP",26,91034,26,91034,,,24,402974
"M6 8JR",24,64894,24,64894,,,25,323514
"M6 8JS",18,94160,,,14,69911,,
"M6 8JT",17,34354,17,34354,,,18,98977
"M6 8JW",5,17588,5,17588,,,6,77245
"M6 8LE",15,51305,15,51305,,,15,189939
"M6 8LF",44,109401,,,,,41,438302
"M6 8LH",8,22421,,,,,8,101540
"M6 8LJ",25,69940,25,69940,,,24,246387
"M6 8LL",20,56608,20,56608,,,21,242465
"M6 8NZ",14,36493,14,36493,,,14,99668
"M6 8QU",24,146839,24,146839,,,10,341890
"M6 8QX",68,132199,,,,,37,140500
"M6 8QY",14,38137,14,38137,,,13,146746
"M6 8QZ",24,55850,24,55850,,,22,147681
"M6 8RA",5,16023,5,16023,,,6,104719
"M6 8RB",25,77855,25,77855,,,24,187634
"M6 8RD",,,,,,,,
"M6 8RE",,,,,,,,
"M6 8RF",15,115506,15,115506,,,11,145968
"M6 8RG",16,43932,,,,,17,170026
"M6 8RH",42,60725,42,60725,,,42,226249
"M6 8RJ",12,30134,12,30134,,,10,98281
"M6 8RL",18,40450,18,40450,,,16,69308
"M6 8RN",37,73455,,,,,35,230501
"M6 8RP",28,70642,28,70642,,,22,202823
"M6 8RQ",25,53116,25,53116,,,22,140042
"M6 8RW",14,37569,,,,,13,127378
"M6 8RY",6,11166,6,11166,,,6,57114
"M6 8SB",8,37936,8,37936,,,8,71510
"M6 8SD",47,64757,47,64757,,,49,134966
"M6 8SE",6,22753,6,22753,,,6,48753
"M6 8SF",,,,,,,,
"M6 8SG",8,24038,8,24038,,,7,55162
"M60 1PR",,,,,,,,
"M60 9AF",,,,,,,,
"M60 9AH",,,,,,,,
"M60 9AT",,,,,,,,
"M60 9BN",,,,,,,,
"M60 9DJ",,,,,,,,
"M60 9DN",,,,,,,,
"M60 9DX",,,,,,,,
"M60 9HL",,,,,,,,
"M60 9LA",,,,,,,,
"M60 9LB",,,,,,,,
"M60 9LD",,,,,,,,
"M7 1AA",16,39780,,,,,10,76522
"M7 1AD",39,114930,39,114930,,,37,292048
"M7 1AE",31,78719,31,78719,,,31,218715
"M7 1AG",18,49909,18,49909,,,13,114124
"M7 1AH",30,92847,,,,,28,189035
"M7 1AJ",25,75209,25,75209,,,23,143061
"M7 1AL",36,144615,,,,,13,88846
"M7 1AN",6,24016,6,24016,,,6,57665
"M7 1AR",13,31882,13,31882,,,21,169688
"M7 1AU",20,61240,20,61240,,,12,123894
"M7 1AW",19,49073,19,49073,,,19,142516
"M7 1AX",15,50689,15,50689,,,15,112799
"M7 1AY",,,,,,,,
"M7 1AZ",26,117884,26,117884,,,26,201584
"M7 1BA",,,,,,,,
"M7 1BB",5,11808,5,11808,,,,
"M7 1BD",12,32508,12,32508,,,15,74698
"M7 1BE",5,14788,5,14788,,,,
"M7 1BF",,,,,,,,
"M7 1BG",27,74529,27,74529,,,28,232986
"M7 1BH",22,57020,,,,,23,160851
"M7 1BL",26,98110,26,98110,,,26,243512
"M7 1BN",11,36566,11,36566,,,11,80453
"M7 1BS",42,190738,42,190738,,,,
"M7 1GQ",27,104664,27,104664,,,12,92811
"M7 1GY",,,,,,,,
"M7 1HW",12,79118,12,79118,,,12,286564
"M7 1JA",,,,,,,,
"M7 1JF",11,25797,11,25797,,,11,82720
"M7 1JR",16,43277,,,,,15,115317
"M7 1LD",22,42796,22,42796,,,20,149224
"M7 1LE",26,71417,26,71417,,,26,203159
"M7 1LF",29,75777,29,75777,,,29,201944
"M7 1LG",21,67287,21,67287,,,24,185285
"M7 1LH",34,40435,34,40435,,,,
"M7 1LR",29,132217,,,,,28,499104
"M7 1LS",10,28117,10,28117,,,10,90064
"M7 1LT",11,50361,11,50361,,,12,154214
"M7 1LU",,,,,,,,
"M7 1LZ",13,44765,,,,,11,76981
"M7 1NB",18,71654,,,,,16,195334
"M7 1ND",10,19855,10,19855,,,8,44575
"M7 1NE",11,30061,11,30061,,,12,125455
"M7 1NF",38,81693,38,81693,,,38,228926
"M7 1NG",29,68583,29,68583,,,26,146308
"M7 1NJ",16,39178,16,39178,,,16,131046
"M7 1NL",15,39016,15,39016,,,15,117007
"M7 1NP",11,35244,11,35244,,,9,62456
"M7 1NQ",36,91030,,,,,36,252130
"M7 1NR",14,36138,14,36138,,,15,104768
"M7 1NX",11,32277,11,32277,,,11,102541
"M7 1NY",40,87182,40,87182,,,35,275034
"M7 1PA",41,110682,41,110682,,,42,366571
"M7 1PD",,,,,,,,
"M7 1PE",9,23557,9,23557,,,9,60435
"M7 1PF",13,42500,13,42500,,,13,93234
"M7 1PH",7,12206,7,12206,,,8,60681
"M7 1PJ",,,,,,,,
"M7 1PN",15,45975,15,45975,,,14,114993
"M7 1PP",19,62905,19,62905,,,16,106706
"M7 1PR",50,133228,,,,,54,292617
"M7 1PW",17,37587,17,37587,,,19,143546
"M7 1PY",,,,,,,,
"M7 1QE",,,,,,,,
"M7 1QZ",,,,,,,,
"M7 1RA",21,61020,21,61020,,,19,157385
"M7 1RB",19,61835,19,61835,,,19,124111
"M7 1RD",,,,,,,,
"M7 1RE",,,,,,,,
"M7 1RF",22,56710,22,56710,,,23,247779
"M7 1RG",11,37422,11,37422,,,11,77688
"M7 1RN",,,,,,,,
"M7 1RQ",,,,,,,,
"M7 1RT",10,19099,10,19099,,,10,80121
"M7 1RU",9,15145,9,15145,,,9,44636
"M7 1RY",24,44941,24,44941,,,,
"M7 1RZ",8,16634,8,16634,,,9,91765
"M7 1SL",,,,,,,,
"M7 1SN",,,,,,,,
"M7 1SP",,,,,,,,
"M7 1SR",,,,,,,,
"M7 1SS",,,,,,,,
"M7 1SW",,,,,,,,
"M7 1TA",,,,,,,,
"M7 1TB",22,57351,,,,,22,159792
"M7 1TD",12,29365,12,29365,,,12,103324
"M7 1TE",9,21606,9,21606,,,9,35844
"M7 1TG",8,24375,8,24375,,,8,62021
"M7 1TH",,,,,,,,
"M7 1TJ",,,,,,,,
"M7 1TP",,,,,,,,
"M7 1TW",,,,,,,,
"M7 1UA",30,76217,30,76217,,,22,214049
"M7 1UB",39,131968,,,,,40,326799
"M7 1UD",62,288271,,,,,,
"M7 1UE",25,85413,,,,,18,192150
"M7 1UF",51,161247,51,161247,,,53,389985
"M7 1UH",,,,,,,,
"M7 1UJ",9,24878,9,24878,,,9,53472
"M7 1UL",,,,,,,,
"M7 1UN",,,,,,,,
"M7 1UP",15,56362,15,56362,,,,
"M7 1UQ",,,,,,,,
"M7 1UR",,,,,,,,
"M7 1US",,,,,,,,
"M7 1UW",,,,,,,,
"M7 1UY",,,,,,,,
"M7 1UZ",87,316825,8,25851,79,290975,,
"M7 1WD",15,48876,15,48876,,,16,139177
"M7 1WE",54,96028,54,96028,,,53,337260
"M7 1WG",17,44821,,,,,17,108711
"M7 1WH",6,15740,6,15740,,,6,40108
"M7 1WJ",33,75972,33,75972,,,33,228849
"M7 1WN",17,43671,17,43671,,,15,111720
"M7 1WP",15,40203,15,40203,,,14,106583
"M7 1WY",29,91848,29,91848,,,27,181379
"M7 1WZ",25,82364,25,82364,,,26,206517
"M7 1XA",20,33621,20,33621,,,19,70546
"M7 1XB",16,46188,16,46188,,,16,135100
"M7 1XU",35,125343,35,125343,,,34,533767
"M7 1XY",45,59314,45,59314,,,14,43421
"M7 1YD",28,52053,28,52053,,,26,124463
"M7 1YE",,,,,,,,
"M7 1ZD",,,,,,,,
"M7 1ZL",27,161960,5,16255,22,145705,,
"M7 1ZN",96,420587,12,59743,84,360844,,
"M7 1ZQ",,,,,,,,
"M7 1ZT",67,214935,44,133829,23,81106,36,260794
"M7 2AA",,,,,,,,
"M7 2BA",25,83504,25,83504,,,23,175432
"M7 2BL",,,,,,,,
"M7 2BT",,,,,,,,
"M7 2DN",11,60138,,,,,6,40244
"M7 2DW",49,228661,,,,,19,262587
"M7 2EA",6,34652,6,34652,,,10,161790
"M7 2EB",11,82155,11,82155,,,10,192971
"M7 2ED",39,78395,29,50621,10,27775,37,167749
"M7 2EE",25,77901,,,,,23,460229
"M7 2EF",12,40352,,,,,10,126577
"M7 2EG",17,64074,17,64074,,,17,269340
"M7 2EH",37,35130,37,35130,,,,
"M7 2EJ",19,85886,,,,,19,265038
"M7 2EP",,,,,,,,
"M7 2EQ",8,34416,8,34416,,,9,192696
"M7 2ER",11,36608,11,36608,,,13,197343
"M7 2ES",13,85391,13,85391,,,15,361852
"M7 2ET",14,77725,,,,,13,219350
"M7 2EU",21,89580,21,89580,,,18,332671
"M7 2EW",5,46655,5,46655,,,5,104578
